Error,elementray charge e,Planck's constant h,electron mass m_e,Proton radius r_p,Rydberg constant R_H,Permittivity of free space ε_0,Speed of Light c,Fine-structure constant alpha
3.58E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973244.34,8.85E-12,299779147.3,0.007297677
3.46E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973244.23,8.85E-12,299779144.3,0.007297677
3.34E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973244.12,8.85E-12,299779141.3,0.007297677
3.22E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973244.01,8.85E-12,299779138.3,0.007297677
3.10E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.9,8.85E-12,299779135.3,0.007297677
2.98E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.79,8.85E-12,299779132.3,0.007297677
2.86E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.68,8.85E-12,299779129.3,0.007297677
2.74E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.57,8.85E-12,299779126.3,0.007297677
2.62E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.46,8.85E-12,299779123.3,0.007297677
2.50E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.35,8.85E-12,299779120.4,0.007297677
2.37E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.24,8.85E-12,299779117.4,0.007297677
2.25E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.13,8.85E-12,299779114.4,0.007297677
2.13E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973243.02,8.85E-12,299779111.4,0.007297677
2.01E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.91,8.85E-12,299779108.4,0.007297678
1.89E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.8,8.85E-12,299779105.4,0.007297678
1.77E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.69,8.85E-12,299779102.4,0.007297678
1.65E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.58,8.85E-12,299779099.4,0.007297678
1.53E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.47,8.85E-12,299779096.4,0.007297678
1.40E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.35,8.85E-12,299779093.1,0.007297678
1.39E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.34,8.85E-12,299779092.8,0.007297678
1.38E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.33,8.85E-12,299779092.5,0.007297678
1.37E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.32,8.85E-12,299779092.2,0.007297678
1.35E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.31,8.85E-12,299779091.9,0.007297678
1.34E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.3,8.85E-12,299779091.6,0.007297678
1.33E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.29,8.85E-12,299779091.3,0.007297678
1.32E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.28,8.85E-12,299779091,0.007297678
1.31E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.27,8.85E-12,299779090.7,0.007297678
1.29E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.25,8.85E-12,299779090.4,0.007297678
1.28E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.24,8.85E-12,299779090.1,0.007297678
1.27E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.23,8.85E-12,299779089.8,0.007297678
1.26E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.22,8.85E-12,299779089.5,0.007297678
1.25E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.21,8.85E-12,299779089.2,0.007297678
1.23E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.2,8.85E-12,299779088.9,0.007297678
1.22E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.19,8.85E-12,299779088.6,0.007297678
1.21E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.18,8.85E-12,299779088.3,0.007297678
1.20E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.17,8.85E-12,299779088,0.007297678
1.19E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.16,8.85E-12,299779087.7,0.007297678
1.17E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.14,8.85E-12,299779087.4,0.007297678
1.16E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.13,8.85E-12,299779087.1,0.007297678
1.15E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.12,8.85E-12,299779086.8,0.007297678
1.14E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.11,8.85E-12,299779086.5,0.007297678
1.13E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.1,8.85E-12,299779086.2,0.007297678
1.11E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.09,8.85E-12,299779085.9,0.007297678
1.10E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.08,8.85E-12,299779085.6,0.007297678
1.09E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.07,8.85E-12,299779085.3,0.007297678
1.08E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.06,8.85E-12,299779085,0.007297678
1.07E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.05,8.85E-12,299779084.7,0.007297678
1.05E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.03,8.85E-12,299779084.4,0.007297678
1.04E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.02,8.85E-12,299779084.1,0.007297678
1.03E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242.01,8.85E-12,299779083.8,0.007297678
1.02E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973242,8.85E-12,299779083.5,0.007297678
1.01E-06,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.99,8.85E-12,299779083.2,0.007297678
9.94E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.98,8.85E-12,299779082.9,0.007297678
9.82E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.97,8.85E-12,299779082.6,0.007297678
9.70E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.96,8.85E-12,299779082.3,0.007297678
9.58E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.95,8.85E-12,299779082,0.007297678
9.46E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.94,8.85E-12,299779081.7,0.007297678
9.34E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.92,8.85E-12,299779081.4,0.007297678
9.22E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.91,8.85E-12,299779081.1,0.007297678
9.10E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.9,8.85E-12,299779080.8,0.007297678
8.98E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.89,8.85E-12,299779080.5,0.007297678
8.86E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.88,8.85E-12,299779080.2,0.007297678
8.74E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.87,8.85E-12,299779079.9,0.007297678
8.62E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.86,8.85E-12,299779079.6,0.007297678
8.50E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.85,8.85E-12,299779079.3,0.007297678
8.38E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.84,8.85E-12,299779079,0.007297678
8.26E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.83,8.85E-12,299779078.7,0.007297678
8.14E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.82,8.85E-12,299779078.4,0.007297678
8.02E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.8,8.85E-12,299779078.1,0.007297678
7.90E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.79,8.85E-12,299779077.8,0.007297678
7.78E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.78,8.85E-12,299779077.5,0.007297678
7.66E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.77,8.85E-12,299779077.2,0.007297678
7.54E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.76,8.85E-12,299779076.9,0.007297678
7.42E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.75,8.85E-12,299779076.6,0.007297678
7.30E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.74,8.85E-12,299779076.3,0.007297678
7.18E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.73,8.85E-12,299779076,0.007297678
7.06E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.72,8.85E-12,299779075.7,0.007297678
6.94E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.71,8.85E-12,299779075.4,0.007297678
6.82E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.69,8.85E-12,299779075.1,0.007297678
6.70E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.68,8.85E-12,299779074.8,0.007297678
6.58E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.67,8.85E-12,299779074.5,0.007297678
6.46E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.66,8.85E-12,299779074.2,0.007297678
6.34E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.65,8.85E-12,299779073.9,0.007297678
6.22E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.64,8.85E-12,299779073.6,0.007297678
6.10E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.63,8.85E-12,299779073.3,0.007297678
5.98E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.62,8.85E-12,299779073,0.007297678
5.86E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.61,8.85E-12,299779072.7,0.007297678
5.74E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.6,8.85E-12,299779072.4,0.007297678
5.62E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.58,8.85E-12,299779072.1,0.007297678
5.50E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.57,8.85E-12,299779071.8,0.007297678
5.38E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.56,8.85E-12,299779071.5,0.007297678
5.26E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.55,8.85E-12,299779071.2,0.007297678
5.14E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.54,8.85E-12,299779070.9,0.007297678
5.02E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.53,8.85E-12,299779070.6,0.007297678
4.90E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.52,8.85E-12,299779070.3,0.007297678
4.78E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.51,8.85E-12,299779070,0.007297678
4.66E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.5,8.85E-12,299779069.7,0.007297678
4.54E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.49,8.85E-12,299779069.4,0.007297678
4.42E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.48,8.85E-12,299779069.1,0.007297678
4.30E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.46,8.85E-12,299779068.8,0.007297678
4.17E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.45,8.85E-12,299779068.5,0.007297678
4.05E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.44,8.85E-12,299779068.2,0.007297678
3.93E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.43,8.85E-12,299779067.9,0.007297678
3.81E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.42,8.85E-12,299779067.6,0.007297679
3.69E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.41,8.85E-12,299779067.3,0.007297679
3.57E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.4,8.85E-12,299779067,0.007297679
3.45E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.39,8.85E-12,299779066.7,0.007297679
3.33E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.38,8.85E-12,299779066.4,0.007297679
3.21E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.37,8.85E-12,299779066.1,0.007297679
3.09E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.35,8.85E-12,299779065.8,0.007297679
2.97E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.34,8.85E-12,299779065.5,0.007297679
2.85E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.33,8.85E-12,299779065.2,0.007297679
2.73E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.32,8.85E-12,299779064.9,0.007297679
2.61E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.31,8.85E-12,299779064.6,0.007297679
2.49E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.3,8.85E-12,299779064.3,0.007297679
2.37E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.29,8.85E-12,299779064,0.007297679
2.25E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.28,8.85E-12,299779063.7,0.007297679
2.13E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.27,8.85E-12,299779063.4,0.007297679
2.01E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.26,8.85E-12,299779063.1,0.007297679
1.89E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.24,8.85E-12,299779062.8,0.007297679
1.77E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.23,8.85E-12,299779062.5,0.007297679
1.65E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.22,8.85E-12,299779062.2,0.007297679
1.53E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.21,8.85E-12,299779061.9,0.007297679
1.40E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.2,8.85E-12,299779061.6,0.007297679
1.39E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.2,8.85E-12,299779061.5,0.007297679
1.38E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.2,8.85E-12,299779061.5,0.007297679
1.36E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.2,8.85E-12,299779061.5,0.007297679
1.35E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.2,8.85E-12,299779061.4,0.007297679
1.34E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.4,0.007297679
1.33E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.4,0.007297679
1.32E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.4,0.007297679
1.30E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.3,0.007297679
1.29E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.3,0.007297679
1.28E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.3,0.007297679
1.27E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.2,0.007297679
1.26E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.2,0.007297679
1.24E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.19,8.85E-12,299779061.2,0.007297679
1.23E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779061.1,0.007297679
1.22E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779061.1,0.007297679
1.21E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779061.1,0.007297679
1.20E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779061.1,0.007297679
1.18E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779061,0.007297679
1.17E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779061,0.007297679
1.16E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779061,0.007297679
1.15E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779060.9,0.007297679
1.14E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.18,8.85E-12,299779060.9,0.007297679
1.12E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.9,0.007297679
1.11E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.8,0.007297679
1.10E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.8,0.007297679
1.09E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.8,0.007297679
1.08E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.8,0.007297679
1.06E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.7,0.007297679
1.05E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.7,0.007297679
1.04E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.7,0.007297679
1.03E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.17,8.85E-12,299779060.6,0.007297679
1.02E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.6,0.007297679
1.00E-07,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.6,0.007297679
9.93E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.5,0.007297679
9.81E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.5,0.007297679
9.69E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.5,0.007297679
9.57E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.5,0.007297679
9.45E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.4,0.007297679
9.33E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.4,0.007297679
9.21E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.16,8.85E-12,299779060.4,0.007297679
9.09E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.3,0.007297679
8.97E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.3,0.007297679
8.85E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.3,0.007297679
8.73E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.2,0.007297679
8.61E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.2,0.007297679
8.49E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.2,0.007297679
8.37E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.2,0.007297679
8.25E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.1,0.007297679
8.13E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.15,8.85E-12,299779060.1,0.007297679
8.01E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779060.1,0.007297679
7.89E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779060,0.007297679
7.76E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779060,0.007297679
7.64E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779060,0.007297679
7.52E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779059.9,0.007297679
7.40E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779059.9,0.007297679
7.28E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779059.9,0.007297679
7.16E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779059.9,0.007297679
7.04E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.14,8.85E-12,299779059.8,0.007297679
6.92E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.8,0.007297679
6.80E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.8,0.007297679
6.68E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.7,0.007297679
6.56E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.7,0.007297679
6.44E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.7,0.007297679
6.32E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.6,0.007297679
6.20E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.6,0.007297679
6.08E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.6,0.007297679
5.96E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.13,8.85E-12,299779059.6,0.007297679
5.84E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.5,0.007297679
5.72E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.5,0.007297679
5.60E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.5,0.007297679
5.48E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.4,0.007297679
5.36E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.4,0.007297679
5.24E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.4,0.007297679
5.12E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.3,0.007297679
5.00E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.3,0.007297679
4.88E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.3,0.007297679
4.76E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.12,8.85E-12,299779059.3,0.007297679
4.64E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059.2,0.007297679
4.52E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059.2,0.007297679
4.40E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059.2,0.007297679
4.28E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059.1,0.007297679
4.16E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059.1,0.007297679
4.04E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059.1,0.007297679
3.92E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059,0.007297679
3.80E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059,0.007297679
3.68E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.11,8.85E-12,299779059,0.007297679
3.56E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779059,0.007297679
3.44E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779058.9,0.007297679
3.32E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779058.9,0.007297679
3.20E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779058.9,0.007297679
3.08E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779058.8,0.007297679
2.96E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779058.8,0.007297679
2.84E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779058.8,0.007297679
2.72E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779058.7,0.007297679
2.60E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.1,8.85E-12,299779058.7,0.007297679
2.48E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.7,0.007297679
2.36E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.7,0.007297679
2.24E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.6,0.007297679
2.12E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.6,0.007297679
2.00E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.6,0.007297679
1.88E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.5,0.007297679
1.76E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.5,0.007297679
1.64E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.5,0.007297679
1.52E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.09,8.85E-12,299779058.4,0.007297679
1.39E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.38E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.36E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.35E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
