Error,elementray charge e,Planck's constant h,electron mass m_e,Proton radius r_p,Rydberg constant R_H,Permittivity of free space ε_0,Speed of Light c,Fine-structure constant alpha
1.34E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.33E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.32E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.30E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.29E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.28E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.27E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.26E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.24E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.23E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.22E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.21E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.20E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.18E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.17E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.16E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.15E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.4,0.007297679
1.14E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.12E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.11E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.10E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.09E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.08E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.06E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.05E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.04E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.03E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.02E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
1.00E-08,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
9.92E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
9.80E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
9.68E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
9.56E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
9.44E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
9.32E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
9.20E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
9.08E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.96E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.84E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.72E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.60E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.48E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.36E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.24E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.12E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
8.00E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
7.88E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
7.76E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
7.64E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
7.52E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
7.40E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.3,0.007297679
7.28E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
7.16E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
7.04E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
6.92E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
6.80E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
6.68E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
6.56E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
6.44E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
6.32E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
6.20E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
6.08E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.96E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.84E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.72E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.60E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.48E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.36E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.24E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.12E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
5.00E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
4.88E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
4.76E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
4.64E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
4.52E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
4.40E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
4.28E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
4.16E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
4.04E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
3.92E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
3.80E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.08,8.85E-12,299779058.2,0.007297679
3.68E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.2,0.007297679
3.56E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.2,0.007297679
3.44E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.2,0.007297679
3.32E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.20E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.08E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.96E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.84E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.72E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.60E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.48E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.36E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.24E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.12E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.00E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.87E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.75E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.63E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.51E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.38E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.37E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.36E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.35E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.33E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.32E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.31E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.30E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.29E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.27E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.26E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.25E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.24E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.23E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.21E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.20E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.19E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.18E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.17E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.15E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.14E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.13E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.12E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.11E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.09E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.08E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.07E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.06E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.05E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.03E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.02E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.01E-09,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.98E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.86E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.74E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.62E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.50E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.38E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.26E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.14E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.02E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.90E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.78E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.66E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.54E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.42E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.30E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.18E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.06E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.94E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.82E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.70E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.58E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.46E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.34E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.22E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.10E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.98E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.86E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.74E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.62E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.50E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.38E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.26E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.14E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.02E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.90E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.78E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.66E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.54E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.42E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.30E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.18E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.06E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.94E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.82E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.70E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.58E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.46E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.34E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.22E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.10E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.98E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.86E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.74E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.62E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.50E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.38E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.26E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.14E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.02E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.90E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.78E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.66E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.54E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.42E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.30E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.18E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.06E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.94E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.82E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.70E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.58E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.45E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.43E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.42E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.41E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.40E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.39E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.37E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.36E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.35E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.34E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.33E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.31E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.30E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.29E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.28E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.27E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.25E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.24E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.23E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.22E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.21E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.19E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.18E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.17E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.16E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.15E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.13E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.12E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.11E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
